Query ID,Hit ID,Description,E-value,Score,Query Length,Alignment Length,Identity
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",7.63296e-70,312.0,11730,302,247
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",2.66416e-69,311.0,11730,301,247
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",2.66416e-69,310.0,11730,301,245
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",9.29885e-69,309.0,11730,303,248
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",9.29885e-69,309.0,11730,309,250
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",9.29885e-69,309.0,11730,302,245
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",9.29885e-69,309.0,11730,294,240
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",3.24562e-68,307.0,11730,298,243
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",3.24562e-68,306.0,11730,300,245
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",1.13283e-67,305.0,11730,299,245
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",1.13283e-67,305.0,11730,269,226
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",3.95397e-67,303.0,11730,301,244
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",3.95397e-67,303.0,11730,288,236
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",3.95397e-67,303.0,11730,285,235
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",3.95397e-67,303.0,11730,302,245
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",4.81692e-66,299.0,11730,281,232
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",1.68127e-65,297.0,11730,294,238
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",1.68127e-65,296.0,11730,299,242
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",5.86821e-65,295.0,11730,301,243
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",5.86821e-65,295.0,11730,298,242
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",5.86821e-65,294.0,11730,299,241
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",5.86821e-65,294.0,11730,292,238
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",2.04821e-64,293.0,11730,275,225
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",2.04821e-64,292.0,11730,301,243
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",7.14895e-64,291.0,11730,295,238
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",7.14895e-64,291.0,11730,301,242
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",2.49523e-63,289.0,11730,301,243
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",2.49523e-63,288.0,11730,281,229
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",8.7092e-63,286.0,11730,292,235
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",3.03981e-62,285.0,11730,301,241
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",3.03981e-62,284.0,11730,300,239
